bigram,count
制造_思考,1
烟雾弹_制造,1
细节_烟雾弹,1
扣子_细节,1
余裕_扣子,1
情节_余裕,1
复杂_情节,1
多条_交错,1
讲清_多条,1
流程_讲清,1
有限_流程,1
无用信息_有限,1
通篇_无用信息,1
之高_通篇,1
效率_之高,1
访谈_明确,1
明确_表示,1
表示_教化,1
心结_整个,1
便是_生于,1
报警_便是,1
直接_报警,1
应该_直接,1
角色_应该,1
反馈_角色,1
海外_反馈,1
百态_海外,1
人间_百态,1
束缚_人间,1
内心_束缚,1
角色_面对,1
整个_角色,1
角色_心结,1
教化_迷信,1
重要_角色,1
在内_重要,1
主角_在内,1
主旨_包括,1
真正_主旨,1
束缚_真正,1
挣脱_束缚,1
认为_挣脱,1
冲突_认为,1
观念_冲突,1
时代背景_观念,1
体现_时代背景,1
标语_体现,1
叙事_效率,1
本作_叙事,1
完成_本作,1
贴切_不能,1
好评_杀手锏,1
夺取_好评,1
本作_夺取,1
塑造_本作,1
动人_角色,1
设计_动人,1
悬念_设计,1
紧凑_悬念,1
烧脑_紧凑,1
名作_烧脑,1
推理_名作,1
指望_推理,1
不能_指望,1
更为_贴切,1
烟火_精彩,1
推理小说_更为,1
悬疑_推理小说,1
温柔_悬疑,1
恐怖_温柔,1
影响_烟火,1
推理小说_影响,1
日式_推理小说,1
各大_日式,1
深受_各大,1
蟑螂_深受,1
悬疑_作者,1
第六章_悬疑,1
哲思_第六章,1
杀手锏_烟火,1
精彩_每个,1
一气呵成_完成,1
反转_最终,1
吸引_一气呵成,1
深受_吸引,1
乐趣_深受,1
悬念_乐趣,1
破解_悬念,1
不断_破解,1
推理小说_不断,1
享受_推理小说,1
真相_享受,1
拨开_真相,1
层层_拨开,1
悲剧_抽丝剥茧,1
酿成_一场,1
发生意外_反转,1
角色_立场,1
叠加_发生意外,1
层层_叠加,1
诉求_层层,1
行为_诉求,1
势力_行为,1
多方_势力,1
层面_多方,1
发展_层面,1
形成_发展,1
足以_形成,1
完整_足以,1
动机_完整,1
立场_动机,1
生于_本土,1
本土_理解,1
理解_悲哀,1
照亮_温暖,1
挣脱_重生,1
害己_挣脱,1
害人_害己,1
沉浸_吓死,1
耳机_沉浸,1
带个_耳机,1
恐怖_带个,1
ps_恐怖,1
救赎_ps,1
某种意义_得到,1
或许_某种意义,1
一方_或许,1
温暖_一方,1
光芒_照亮,1
赵小娟_选择,1
微弱_光芒,1
或许_微弱,1
明月_或许,1
却心_明月,1
泥潭_却心,1
身处_泥潭,1
长大_身处,1
pua_长大,1
选择_pua,1
被迫_选择,1
打压_被迫,1
思想_打压,1
山里_思想,1
重生_赵小娟,1
愿意_忍辱负重,1
医生_从小,1
化作_孩子,1
值得_帮助,1
帮助_值得,1
全心全意_帮助,1
光环_全心全意,1
父亲_光环,1
受困_父亲,1
延续_受困,1
执着_延续,1
不再_执着,1
挣脱_不再,1
林理洵_选择,1
一片_星空,1
孩子_一片,1
过去_化作,1
忍辱负重_不愿,1
挣脱_过去,1
愿意_挣脱,1
陈青穗_选择,1
选择_陈青穗,1
属于_选择,1
真正_属于,1
罪名_真正,1
扛下_罪名,1
愿意_扛下,1
环境_叶敬山,1
更好_环境,1
女儿_更好,1
不愿_女儿,1
拐卖_山里,1
长大_医生,1
悲哀_处于,1
地方_曾今,1
送别_片尾曲,1
歌单_送别,1
推荐_歌单,1
指引方向_推荐,1
留在_井底,1
出去_永远,1
井中_出去,1
困于_井中,1
山中_困于,1
困于_山中,1
尾声_困于,1
埋葬_尾声,1
曾今_温暖,1
容身_地方,1
这歌_不用,1
世上_容身,1
一起_世上,1
灰烬_一起,1
勇气_前面,1
付出_勇气,1
多大_付出,1
需要_多大,1
究竟_需要,1
改变现状_究竟,1
环境_改变现状,1
保守_环境,1
相对_保守,1
处于_相对,1
片尾曲_这歌,1
不用_介绍,1
压抑着_长大,1
代入_旁观,1
一直_压抑着,1
芳芳_一直,1
儿媳妇_芳芳,1
毒杀_儿媳妇,1
借魂_毒杀,1
想着_借魂,1
愚昧_想着,1
英年早逝_封建,1
儿子_英年早逝,1
田向荣_夫妇,1
难过_田向荣,1
无力_难过,1
旁观_无力,1
无力_代入,1
介绍_艺术,1
却会_无力,1
平复_却会,1
不能_平复,1
心情_久久,1
瞬间_破防,1
结尾_瞬间,1
经典名曲_结尾,1
传世_经典名曲,1
填词_传世,1
李叔同_填词,1
弘一法师_李叔同,1
奇才_弘一法师,1
艺术_奇才,1
讨论_话题,1
新颖_影响,1
不以_传统,1
本作_几章,1
主角_人民警察,1
体量_很棒,1
伦理_虚伪,1
封建_伦理,1
中国_封建,1
刺透_中国,1
利箭_刺透,1
一支_利箭,1
三伏_正式版,1
太值_期待,1
响起_太值,1
尤其_送别,1
刻画_尤其,1
发现_讲故事,1
之后_发现,1
全是_那种,1
原本_全是,1
介绍_原本,1
呜别_陈老师,1
呜呜_呜别,1
补充_陈老师,1
好奇_补充,1
爱上_好奇,1
解释_爱上,1
目前_解释,1
tat_目前,1
千疮百孔_tat,1
变得_千疮百孔,1
生机勃勃_逐渐,1
人民警察_恐怖,1
恐怖_好怕,1
好怕_doge,1
明晰_知道,1
尝试_实话,1
心态_尝试,1
rpg_心态,1
游玩_本作,1
形容_游玩,1
文字_形容,1
难以_文字,1
结局_很棒,1
细节_结局,1
感人_细节,1
背后_感人,1
要素_背后,1
知道_恐怖,1
后期_明晰,1
doge_比起,1
氛围_后期,1
吓人_充满,1
把握_吓人,1
要素_把握,1
就行_恐怖,1
下来_就行,1
路顺_下来,1
一条_路顺,1
支线_一条,1
很少_支线,1
要素_很少,1
电影_解谜,1
比起_一场,1
漂亮_生机勃勃,1
原本_漂亮,1
看着_原本,1
余火_多久,1
小巷_跌跌撞撞,1
深山_小巷,1
轻轻_深山,1
忧伤_轻轻,1
歌声_忧伤,1
片刻_温暖,1
是不是_片刻,1
怀中_是不是,1
拥入_怀中,1
灼热_拥入,1
冷却_灼热,1
彻底_冷却,1
多久_彻底,1
灰烬_余火,1
沉疴宿疾_垂头丧气,1
行快_三伏,1
蟑螂_行快,1
奇迹_月光,1
堪称_奇迹,1
表现力_堪称,1
无能为力_画面,1
沉默_无能为力,1
只能_沉默,1
既定_悲剧,1
走向_既定,1
一步_走向,1
一步_一步,1
看着_一步,1
跌跌撞撞_沉疴宿疾,1
垂头丧气_长亭,1
影楼_看着,1
目前为止_主角,1
布置_影楼,1
撕掉_布置,1
亲手_撕掉,1
一点一点_亲手,1
赵小娟_一点一点,1
看着_赵小娟,1
难受_看着,1
无力感_难受,1
事情_无力感,1
改变_事情,1
旁观者_办法,1
好像_旁观者,1
主角_好像,1
第四章_目前为止,1
山外山_一瓢,1
打到_第四章,1
枷锁_救赎,1
究竟_枷锁,1
沉睡_究竟,1
是非_沉睡,1
恩怨_曲直,1
情仇_恩怨,1
寡欢_情仇,1
阴郁_寡欢,1
慢镜头_阴郁,1
柳巷_慢镜头,1
深夜_柳巷,1
别梦寒_深夜,1
实话_本作,1
几章_一点,1
窒息_解谜,1
一点_汗毛,1
亏心事_招致,1
担心_亏心事,1
永远_担心,1
似真似假_永远,1
真相_似真似假,1
永远_看不到,1
村子_永远,1
源头_村子,1
悲剧_源头,1
连接_悲剧,1
的的确确_连接,1
无关紧要_的的确确,1
似乎_无关紧要,1
大字_似乎,1
墙头_六个,1
村镇_墙头,1
迷信_村镇,1
忽视_科学,1
关注_忽视,1
很少_关注,1
一直_很少,1
似乎_一直,1
写照_似乎,1
真实_写照,1
地上_真实,1
中国_地上,1
问题_中国,1
儿童教育_问题,1
桎梏_儿童教育,1
招致_报应,1
报应_无论如何,1
无论如何_逃离,1
明明_根本,1
悲剧_一星,1
无数_悲剧,1
便是_无数,1
芳芳_便是,1
扭曲_赵小娟,1
碾压_扭曲,1
悉数_碾压,1
希望_悉数,1
理性_希望,1
小镇_理性,1
鬼影_小镇,1
存在_鬼影,1
根本_存在,1
一个个_明明,1
逃离_不了,1
灵魂_一个个,1
安息_灵魂,1
无法_安息,1
田宇_永远,1
困住_田宇,1
困住_鸟儿,1
奶奶_困住,1
爷爷_奶奶,1
爱子心切_爷爷,1
困住_爱子心切,1
野兽_困住,1
迷信_野兽,1
不了_迷信,1
无形_桎梏,1
儿童_无形,1
乡村_儿童,1
元素_制造,1
人来_游玩,1
了解_人来,1
认认真真_了解,1
推荐_认认真真,1
愿意_推荐,1
成功_愿意,1
认为_成功,1
不得不_烟火,1
探索_不得不,1
吸引_探索,1
想要_吸引,1
悬疑_想要,1
制造_悬疑,1
一点点_恐怖,1
前提_之前,1
重点_一点点,1
表达_重点,1
肯定_作者,1
元素_肯定,1
相信_恐怖,1
味道_相信,1
发掘_味道,1
慢慢_发掘,1
审视_慢慢,1
重新_审视,1
后来_重新,1
一立_后来,1
汗毛_一立,1
带来_收入,1
之前_绝对,1
荒山_乡村,1
这是_悲伤,1
文物_荒山,1
盗墓_倒卖,1
禁锢_盗墓,1
思想_禁锢,1
拐卖儿童_封建迷信,1
气来_拐卖儿童,1
电影_气来,1
沉重_电影,1
一部_沉重,1
问题_像是,1
引人深思_社会,1
更是_引人深思,1
悲伤_更是,1
希望_绽放,1
绝对_不要,1
精巧_希望,1
山城_精巧,1
唏嘘_山城,1
感叹_令人,1
难度_感叹,1
完全_难度,1
解密_完全,1
认真_解密,1
本作_认真,1
大大降低_本作,1
视频_大大降低,1
攻略_视频,1
不要_攻略,1
解谜_看着,1
简直_窒息,1
今天_感谢,1
背负_枷锁,1
危险物品_一定,1
告诉_危险物品,1
别样_意义,1
在我心中_别样,1
首歌_在我心中,1
赋予_送别,1
制作组_赋予,1
喜欢_感谢,1
超神_个人,1
文案_超神,1
末章_文案,1
空间_末章,1
结束_带来,1
震撼_结束,1
看一遍_震撼,1
动画_看一遍,1
过场_动画,1
那段_过场,1
赵小娟_那段,1
优秀_赵小娟,1
创意_人物,1
表达方式_创意,1
专注_表达方式,1
生动_专注,1
完整_生动,1
一部_完整,1
tt_一部,1
啊啊啊_tt,1
要命_啊啊啊,1
一定_放在,1
放在_小孩子,1
小孩子_不到,1
两年_社会,1
不太_建议,1
上演_不太,1
角落_上演,1
神州大地_角落,1
这片_神州大地,1
戏码_这片,1
出现_戏码,1
经历_出现,1
小时候_经历,1
乱象_小时候,1
种种_乱象,1
出现_种种,1
社会_出现,1
疫情_两年,1
解密_优秀,1
结合_疫情,1
压抑_确实,1
整体_压抑,1
特色_整体,1
这款_中国,1
但胜_这款,1
几乎_但胜,1
游戏性_几乎,1
几乎_游戏性,1
难度_几乎,1
事实上_恐怖,1
要素_事实上,1
要素_解密,1
死去活来_要命,1
最后_死去活来,1
一遍_最后,1
烟火_一声,1
留在_记忆里,1
天空_永远,1
照亮_天空,1
那一刻_照亮,1
黑暗_那一刻,1
重归_黑暗,1
天空_重归,1
转眼间_天空,1
天空_转眼间,1
一刹那_天空,1
照亮_一刹那,1
天空_照亮,1
一声_天空,1
太大_像是,1
封建迷信_真是,1
后劲_太大,1
效果_后劲,1
表现_效果,1
下来_画面,1
一口气_下来,1
几乎_一口气,1
后面_几乎,1
之后_后面,1
惊悚_之后,1
熬过_惊悚,1
所有人_一首,1
最后_所有人,1
创作_最后,1
记忆里_封建迷信,1
真是_tmd,1
看过_一遍,1
一笔_有着,1
补票_看过,1
打折_补票,1
憧憬_远方,1
所有人_自由,1
远航_所有人,1
渡轮_远航,1
能够_渡轮,1
星海_希望,1
坠入_星海,1
那颗星_坠入,1
相信_那颗星,1
暗示_不愿,1
有着_暗示,1
最后_一笔,1
tmd_害死,1
写下_最后,1
烟火_写下,1
凄惨_天空,1
最终_凄惨,1
鲜血_最终,1
吸食_鲜血,1
不断_吸食,1
寄生虫_不断,1
封建迷信_寄生虫,1
恶臭_封建迷信,1
悲剧_恶臭,1
善意_造成,1
向往_善意,1
建议_背负,1
枷锁_社会,1
祖坟_简直,1
社会_更加,1
出现_眼前,1
照片_出现,1
一同_照片,1
陈老师_一同,1
找到_陈老师,1
最后_找到,1
打动_最后,1
勇敢_打动,1
叶敬山_勇敢,1
打动_叶敬山,1
亲情_打动,1
芳芳_亲情,1
打动_赵小娟,1
善良_打动,1
陈老师_善良,1
后来_陈老师,1
灵异_后来,1
烟火_灵异,1
三伏_发售,1
想象_期待,1
天马行空_想象,1
佩服_作者,1
太棒了_佩服,1
演出_太棒了,1
妈妈_演出,1
既视感_小蝌蚪,1
散文_既视感,1
很强_散文,1
文笔_很强,1
眼前_忍不住,1
忍不住_落泪,1
落泪_世上,1
值得_画风,1
田家_祖坟,1
埋进_田家,1
芳芳_埋进,1
小娟_芳芳,1
最后_小娟,1
想到_最后,1
害怕_想到,1
一步之遥_害怕,1
天空_一步之遥,1
上离_天空,1
玻璃窗_上离,1
鸟儿_玻璃窗,1
画风_氛围,1
姐妹_值得,1
世上_从来,1
观望_姐妹,1
不住_观望,1
送别_不住,1
绳子_送别,1
烟火_温暖,1
有人_烟火,1
依然_有人,1
生活_依然,1
灰烬_生活,1
人心_灰烬,1
胆寒_永远,1
令人_胆寒,1
从来_令人,1
一遍_文笔,1
烟火_一遍,1
最近_烟火,1
流畅_叙事,1
成全_来路,1
习俗_燃烧,1
葬礼_习俗,1
真相_烟火,1
牵引_慢慢,1
思绪_牵引,1
反转_思绪,1
展开_反转,1
一段段_展开,1
悬念_一段段,1
伏笔_悬念,1
恰到好处_伏笔,1
节奏_恰到好处,1
黑森_流畅,1
黑雾_弥漫,1
延续_前作,1
小说_延续,1
比起_悬疑,1
不住_老师,1
大头照_不住,1
辞职信_大头照,1
独特_小品,1
风格_独特,1
一下_风格,1
豁达_一下,1
乐观_豁达,1
emo_乐观,1
更加_emo,1
来路_黑雾,1
弥漫_归途,1
实况_最近,1
绽放_逃离,1
去年_实况,1
推荐_推荐,1
有点_推荐,1
略微_有点,1
满分_略微,1
立绘_满分,1
泪人_立绘,1
哭成_泪人,1
直接_哭成,1
片尾曲_直接,1
意难平_片尾曲,1
害人不浅_陈老师,1
大山_封建迷信,1
感人_化作,1
归途_天空,1
深思_感人,1
之后_值得,1
md_nbwc,1
嫉妒_md,1
以后_嫉妒,1
以后_玩完,1
发行_以后,1
风雨_化之者,1
时春_风雨,1
有如_时春,1
天空_有如,1
星河_尸体,1
天空_星河,1
一星_飞出,1
飞出_深山,1
深山_封建迷信,1
剧透_烟火,1
条件_充分,1
有限_条件,1
认为_有限,1
别梦寒_认为,1
呜呜_喜欢,1
核心_最后,1
恐怖_核心,1
get_中式,1
个人_get,1
感知_个人,1
整体_感知,1
but_影响,1
搞懂_but,1
糊里糊涂_搞懂,1
有点_糊里糊涂,1
情节_有点,1
意识流_情节,1
部分_意识流,1
大体上_部分,1
丰富_大体上,1
玩法_丰富,1
哈哈哈_玩法,1
特色_哈哈哈,1
看久_特色,1
立绘_看久,1
友好_立绘,1
对小白_友好,1
提示_对小白,1
不难_提示,1
充分_表现,1
表现_优势,1
优势_特色,1
时代背景_偏执,1
在生活中_提现,1
更能_在生活中,1
成为_恐怖,1
恐惧_成为,1
未知_恐惧,1
表达_未知,1
编剧_表达,1
主创_编剧,1
后果_主创,1
无法挽回_后果,1
造成_无法挽回,1
无知_造成,1
偏执_无知,1
特定_时代背景,1
特色_描述,1
内核_特定,1
返校_内核,1
烟火_返校,1
佳作_之称,1
当得起_佳作,1
烟火_当得起,1
成为_烟火,1
足以_成为,1
人心_足以,1
认真_触动,1
足够_认真,1
过家家_足够,1
描述_过家家,1
建议_入手,1
价格_建议,1
感慨_价格,1
后劲_估计,1
差不多_柳树,1
一棵_差不多,1
老宅_一棵,1
我家_老宅,1
作者_新作,1
夜空_期待,1
整个_夜空,1
繁星_照亮,1
陈老师_繁星,1
想到_陈老师,1
星空_想到,1
最近_星空,1
估计_最近,1
奉献精神_后劲,1
陈老师_葬礼,1
拥有_奉献精神,1
牺牲_拥有,1
那种_牺牲,1
很少_那种,1
那种_很少,1
陈老师_那种,1
女主角_喜欢,1
一下_女主角,1
浅聊_一下,1
内容_浅聊,1
太多谈_涉及,1
不去_太多谈,1
旧思想_不去,1
柳树_陈老师,1
葬礼_那天,1
之后_感慨,1
短短_三四个,1
问题_游玩,1
存在_社会,1
大量_存在,1
仍然_大量,1
贫困地区_仍然,1
我国_贫困地区,1
目前_我国,1
问题_目前,1
伦理_问题,1
家庭_伦理,1
现实_家庭,1
展现出_现实,1
小时_展现出,1
合格_短短,1
那天_河边,1
背景音乐_合格,1
特色_背景音乐,1
美术设计_具有,1
单机游戏_美术设计,1
体量_国产,1
一部_体量,1
所有人_哭泣,1
像是_所有人,1
声音_像是,1
呜呜_声音,1
发出_呜呜,1
柳树_发出,1
河边_柳树,1
提现_以下内容,1
烟火_赵小娟,1
封建迷信_桎梏,1
赵小娟_女儿,1
最后_相关,1
帮凶_最后,1
成为_帮凶,1
情况_成为,1
不知情_情况,1
暗恋_不知情,1
女主_暗恋,1
魏仲延_女主,1
学弟_魏仲延,1
读书会_学弟,1
举报_读书会,1
决定_举报,1
错误_决定,1
作出_错误,1
致使_作出,1
妒忌_致使,1
老师_妒忌,1
误解_老师,1
心上人_误解,1
芮欣_心上人,1
女主而方_芮欣,1
疏远_女主而方,1
渐渐_疏远,1
读书会_渐渐,1
接触_读书会,1
不让_接触,1
保护_不让,1
芮欣_保护,1
张明辉_芮欣,1
相关_人员,1
人员_尽数,1
尽数_杀害,1
被判_牢狱,1
两部_不以,1
因素_两部,1
政治_因素,1
忽略_政治,1
角度_忽略,1
单纯_角度,1
孽缘_单纯,1
解开_孽缘,1
返校_解开,1
中年_返校,1
出狱_中年,1
监禁_出狱,1
牢狱_监禁,1
魏仲延_被判,1
杀害_老师,1
悲剧_魏仲延,1
当年_悲剧,1
重复_当年,1
地缚_一遍,1
成为_地缚,1
死后_成为,1
跳楼自杀_死后,1
负担_跳楼自杀,1
心理_负担,1
不堪_心理,1
女主_不堪,1
逃走_女主,1
老师_逃走,1
升温_张明辉,1
迅速_升温,1
感情_迅速,1
学习_田家,1
爷爷奶奶_愁眉苦脸,1
不懂事_爷爷奶奶,1
田芳芳少_不懂事,1
身边_田芳芳少,1
重回_身边,1
儿子_重回,1
以图_儿子,1
儿媳_以图,1
不惜牺牲_儿媳,1
最后_不惜牺牲,1
导致_盲目,1
偏执_导致,1
儿子_偏执,1
大城市_学习,1
母亲_所说,1
山村_大城市,1
脱离_山村,1
女儿_脱离,1
婆婆_女儿,1
宽慰_公公,1
附身_宽慰,1
丈夫_附身,1
已逝_丈夫,1
假装_已逝,1
建议_假装,1
叶敬山_建议,1
接受_叶敬山,1
女儿_接受,1
愁眉苦脸_母亲,1
所说_幸福,1
两人_感情,1
悲伤_女主方,1
张明辉_两人,1
老师_张明辉,1
感性_老师,1
孤傲_感性,1
同样_孤傲,1
知书达理_同样,1
遇到_知书达理,1
情形_遇到,1
灰暗_情形,1
不合_生活,1
家庭_不合,1
芮欣_家庭,1
女主方_芮欣,1
描绘_悲伤,1
药撒进_全家,1
同样_描绘,1
背景_同样,1
戒严_背景,1
民国_戒严,1
返校_民国,1
可怜_返校,1
可叹_可怜,1
导致_可叹,1
相互_导致,1
田家_相互,1
惨剧_田家,1
最终_惨剧,1
晚饭_最终,1
那种_旧思想,1
显现出来_那种,1
明里暗里_显现出来,1
到位_明里暗里,1
簇簇_烟火,1
大地_簇簇,1
黑暗_大地,1
这片_黑暗,1
照亮_这片,1
而活_燃烧,1
所有人_而活,1
平凡人_所有人,1
伟大_平凡人,1
陈老师_伟大,1
世界_无数,1
相信_世界,1
充满希望_相信,1
沉痛_充满希望,1
无比_沉痛,1
结局_无比,1
给出_留白,1
歌声_给出,1
之中_歌声,1
伸张_之中,1
得以_伸张,1
正义_得以,1
交代_正义,1
结局_交代,1
鬼山_最后,1
堆成_鬼山,1
灰烬_堆成,1
照亮_这座,1
一刹_烟火,1
烟火_陈老师,1
陈老师_尸体,1
尸体_找到,1
周围_一座座,1
死灰_之下,1
或许_死灰,1
团团_死灰,1
或许_团团,1
迷惘_恐惧,1
言说_迷惘,1
一阵_无法,1
感到_一阵,1
怀疑_感到,1
一起_怀疑,1
死灰_一起,1
燃尽_死灰,1
一座座_烟火,1
村子_周围,1
找到_到底,1
归宿_村子,1
找到_归宿,1
游魂_找到,1
迷失方向_游魂,1
指引_迷失方向,1
放烟火_烟火,1
一定_放烟火,1
死去_一定,1
有人_死去,1
习俗_有人,1
村子_习俗,1
知道_村子,1
到底_知道,1
越陷越深_一刹,1
越陷越深_越陷越深,1
星空_越陷越深,1
毒死_全家,1
甘愿_困于,1
灵魂_甘愿,1
伟大_灵魂,1
之中_平凡,1
深井_之中,1
黑暗_深井,1
无尽_黑暗,1
沉重_无尽,1
无比_沉重,1
心情_无比,1
悲剧_心情,1
这一_悲剧,1
全家_这一,1
小心_毒死,1
井底_甘愿,1
好意_小心,1
小女孩_好意,1
相信_小女孩,1
欲说还休_相信,1
更让人_欲说还休,1
身不由己_更让人,1
天空_身不由己,1
辽阔_天空,1
遥远_辽阔,1
更为_遥远,1
那片_更为,1
属于_那片,1
桎梏_属于,1
困于_井底,1
牺牲_帮助,1
见到_辽阔,1
角色_拥有,1
井底_见到,1
孩子_井底,1
帮助_孩子,1
不断_绳子,1
之中_不断,1
活动_之中,1
支教_活动,1
投身于_支教,1
毅然_投身于,1
人生_毅然,1
明亮_人生,1
更为_明亮,1
拥有_更为,1
最让人_意难平,1
帮助_口吃,1
老师_最让人,1
无比_陈青穗,1
向往_无比,1
星空_向往,1
井底_辽阔,1
深陷_井底,1
苦难_深陷,1
无数_苦难,1
世上_无数,1
认识_世上,1
清楚_认识,1
应该_清楚,1
口吃_应该,1
之下_烟火,1
烟火_熊熊燃烧,1
熊熊燃烧_长亭,1
只能_作者,1
中国_眼熟,1
设计_中国,1
布局_设计,1
开发_布局,1
整个_开发,1
抗下_整个,1
之力_抗下,1
一己_之力,1
几乎_一己,1
最后_几乎,1
东西_尤其,1
有点_东西,1
作者_有点,1
内容_只能,1
世纪_家庭环境,1
完整_内容,1
组成_完整,1
巧妙_组成,1
最后_巧妙,1
串场_最后,1
逻辑_串场,1
毫无_逻辑,1
杂乱无章_毫无,1
看似_杂乱无章,1
中间_看似,1
环环相扣_中间,1
设计_环环相扣,1
每一处_设计,1
眼熟_世纪,1
家庭环境_从外,1
喜欢_一章,1
真实感_事件,1
细节_到位,1
角落_细节,1
渗透到_角落,1
淋漓尽致_渗透到,1
体现_淋漓尽致,1
封建迷信_体现,1
那种_封建迷信,1
整个_那种,1
不错_整个,1
设计_不错,1
清晰_设计,1
动机_清晰,1
事件_动机,1
错人设_真实感,1
从外_外部环境,1
不去_错人设,1
角色_不去,1
里面_角色,1
心思_里面,1
作者_心思,1
充分_看出,1
描写_充分,1
人物_描写,1
进去_每个,1
容易_代入,1
刻画_容易,1
思想_刻画,1
外部环境_思想,1
一章_每一处,1
走向_喜欢,1
电影_感慨,1
裙子_四个,1
或许_医生,1
手柄_或许,1
放下_手柄,1
结束_放下,1
内容_结束,1
充实_内容,1
包含_充实,1
紧凑_包含,1
不长_流程,1
下岗_不长,1
拐卖_下岗,1
人能_走出,1
船票_人能,1
妈妈_裙子,1
明明_登上,1
看见_妈妈,1
芳芳_看见,1
小镇_芳芳,1
女儿_离开,1
能带_女儿,1
赵小娟_能带,1
爬上来_赵小娟,1
从井里_爬上来,1
没能_从井里,1
陈青穗_没能,1
火车_陈青穗,1
最后_火车,1
叶敬山_最后,1
医生_明明,1
登上_远行,1
缺点_走向,1
医生_令人,1
几乎_缺点,1
抉择_几乎,1
操作_抉择,1
小说_操作,1
看电视_小说,1
像是_看电视,1
游戏性_像是,1
缺点_游戏性,1
一下_缺点,1
补票_尸体,1
结局_过去,1
心碎_结局,1
令人_心碎,1
不知_陈老师,1
远行_列车,1
泪水_不知,1
泪如雨下_泪水,1
桌前_泪如雨下,1
趴在_桌前,1
控制_趴在,1
再也不能_控制,1
响起_再也不能,1
行动_送别,1
无法_行动,1
控制_无法,1
不受_控制,1
身体_不受,1
列车_身体,1
制作者_创作,1
不深_今天,1
影响_表达,1
诗集_撕下,1
婆婆_对芳芳,1
一段_婆婆,1
歧视_中有,1
丧门星_歧视,1
视为_丧门星,1
公婆_视为,1
女儿_忍受,1
照顾_女儿,1
含辛茹苦_照顾,1
死后_含辛茹苦,1
生活_丈夫,1
事业_生活,1
抛下_事业,1
婚姻_抛下,1
赵小娟_婚姻,1
无疑_赵小娟,1
人物_无疑,1
悲剧性_人物,1
最大_悲剧性,1
本作_最大,1
天空_本作,1
欲望_尸体,1
粘稠_欲望,1
扭曲_粘稠,1
心底_扭曲,1
恶鬼_心底,1
真正_恶鬼,1
人间_真正,1
无法_人间,1
对芳芳_今晚,1
今晚_奶奶,1
奶奶_小心,1
身上_延续,1
女性_悲哀,1
一半_女性,1
人口_一半,1
占据_人口,1
数千年_占据,1
更是_数千年,1
悲剧_更是,1
赵小娟_悲剧,1
身上_赵小娟,1
母亲_身上,1
街坊邻居_母亲,1
陌生人_街坊邻居,1
延续_陌生人,1
众多_身上,1
小心_外人,1
平等_众多,1
依然_平等,1
今天_依然,1
男女平等_今天,1
标榜_男女平等,1
昌平_标榜,1
世运_昌平,1
影子_世运,1
熟悉_影子,1
一丝_熟悉,1
身上_一丝,1
或多或少_身上,1
外人_或多或少,1
鬼怪_无法,1
觉悟_鬼怪,1
生出_觉悟,1
无奈_告诉,1
安眠药_巧合,1
混进_儿媳,1
毒鼠强_混进,1
偷偷_毒鼠强,1
赵小娟_偷偷,1
支开_赵小娟,1
夫妇_支开,1
当天_田家,1
案发_当天,1
悲伤_案发,1
忘记_悲伤,1
女儿_忘记,1
告诉_女儿,1
只能_无奈,1
希望_家人,1
母亲_只能,1
田芳芳_母亲,1
幼小_女儿,1
地步_幼小,1
安宁_地步,1
短暂_安宁,1
获得_短暂,1
安眠药_获得,1
必须_服用,1
每晚_必须,1
折磨_每晚,1
精神_折磨,1
公婆_精神,1
巧合_芳芳,1
家人_忘记,1
不由_生出,1
死亡_原因,1
尾声_不由,1
进入_尾声,1
流程_进入,1
自杀_流程,1
绝望_自杀,1
最后_绝望,1
尸骸_最后,1
小小_尸骸,1
冰凉_小小,1
女儿_冰凉,1
见到_女儿,1
回家_见到,1
原因_赵小娟,1
中毒_死亡,1
忘记_父亲,1
三人_中毒,1
肉汤_三人,1
午饭_肉汤,1
放到_午饭,1
安眠药_放到,1
毒药_安眠药,1
混有_毒药,1
偷偷_混有,1
生活_偷偷,1
快乐_生活,1
重新_快乐,1
一家人_重新,1
父亲_一家人,1
悲哀_诗集,1
撕下_一页,1
日夜_承受,1
一页_死后,1
压抑_一直,1
恐惧_压抑,1
流程_恐惧,1
枷锁_整个,1
挣不脱_枷锁,1
永远_挣不脱,1
大山_永远,1
边际_大山,1
不到_边际,1
尽头_不到,1
蔓延到_尽头,1
重重_蔓延到,1
叶敬山_重重,1
列车_叶敬山,1
逃亡_列车,1
登上_逃亡,1
放弃_登上,1
一刻_放弃,1
偏执_最后,1
几近_偏执,1
冤屈_几近,1
洗脱_冤屈,1
赵小娟_洗脱,1
证据_赵小娟,1
真凶_证据,1
惨案_真凶,1
伪造_田家,1
不惜_伪造,1
两人_不惜,1
一直_想要,1
想要_查明真相,1
查明真相_学生,1
过程_大山深处,1
走向_外面,1
大山_走向,1
心理_大山,1
现实_心理,1
走出_现实,1
希望_走出,1
心里_希望,1
点燃_山里,1
想要_点燃,1
内心_想要,1
触动_内心,1
孩子_触动,1
大山深处_孩子,1
倒卖_记者,1
学生_赵小娟,1
猖獗一时_文物,1
曾经_猖獗一时,1
调查_曾经,1
小镇_调查,1
掩饰_小镇,1
支教_掩饰,1
本来_支教,1
色彩_本来,1
明亮_色彩,1
一抹_明亮,1
陈青穗_一抹,1
正名_支教,1
赵小娟_正名,1
母女_两人,1
